food_id,food_name_jp,category_l1,category_l2,matched,no_match,fdc_id,food_name_en,usda_category,confidence,reason,energy_diff_pct,mext_energy,usda_energy,diff_energy_kcal,diff_protein,diff_fat,diff_carb,diff_fiber,diff_Ca,diff_Fe,diff_K,diff_Zn,diff_vit_C,diff_vit_A_RAE,diff_vit_B1,diff_vit_B2,diff_vit_D,diff_vit_B12,diff_salt_eq
06076,キンサイ　茎葉　ゆで,野菜類,,True,False,169233,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,"キンサイ (kinsai/amaranth leaves) is a leafy green vegetable; entry 19 (white-flowered gourd, boiled) matches the low energy (15 kcal), low protein (0.6g vs 1.1g), minimal fat, and boiled preparation, making it the closest available US vegetable match despite being a different species.",0.0,15.0,15.0,0.0,-0.5,-0.18,,-1.7,-116.0,-0.25,-150.0,0.2,1.5,,-0.001,-0.038,0.0,0.0,-0.095
06077,クレソン　茎葉　生,野菜類,,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"クレソン (watercress) stems and leaves raw match New Zealand spinach raw in energy (14 vs 13 kcal), protein (1.5 vs 2.1g), fiber (similar leafy green profile), and mineral content; both are raw leafy vegetables with similar nutritional density",7.4,13.0,14.0,1.0,-0.6,0.1,2.0,-1.0,-52.0,-0.3,-200.0,0.18,4.0,,-0.06,-0.07,0.0,0.0,0.23
06078,くわい　塊茎　生,野菜類,,True,False,170078,"Eppaw, raw",Vegetables and Vegetable Products,medium,"Kuwaï is a starchy tuber vegetable (Sagittaria trifolia) similar to taro/eppaw with comparable energy (150 vs 128 kcal), protein (4.6 vs 6.3g), and fiber (1.8 vs 2.4g) profiles; best available tuber match despite some nutrient variation",15.8,128.0,150,22.0,-1.7,,,,105.0,0.35,-260.0,-1.05,11.0,0.0,-0.01,0.05,0.0,0.0,0.03
06080,ケール　葉　生,野菜類,,True,False,169329,"Broccoli, leaves, raw",Vegetables and Vegetable Products,high,"ケール (kale) is a leafy green vegetable; broccoli leaves raw matches the raw leaf vegetable concept and has nearly identical energy (28 vs 26 kcal), protein (2.98 vs 2.1g), and similar fiber/mineral profile to raw kale",7.4,26.0,28.0,2.0,0.88,0.25,3.86,-1.4,-172.0,0.08,-95.0,0.1,12.2,,0.005,-0.031,0.0,0.0,0.069
06081,コールラビ　球茎　生,野菜類,,True,False,169357,"Kohlrabi, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,high,"Kohlrabi is the direct English equivalent of コールラビ (kohlrabi), and the cooked version's nutrient profile (E=29kcal, P=1.8g, C=6.69g) is closest match despite item being raw; raw kohlrabi would be even closer but unavailable in USDA database.",32.0,21.0,29.0,8.0,0.8,,4.49,-0.8,-4.0,0.2,100.0,0.21,9.0,-10.0,0.0,-0.03,0.0,0.0,0.653
06082,コールラビ　球茎　ゆで,野菜類,,True,False,169976,"Cabbage, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,medium,"Kohlrabi is a cruciferous vegetable similar to cabbage; boiled cabbage without salt matches the preparation method and has closest energy (23 vs 20 kcal) and carb profile, though kohlrabi typically has lower carbs and higher vitamin C.",14.0,20.0,23.0,3.0,0.27,,3.31,-0.4,21.0,-0.03,-14.0,0.1,0.5,-11.0,0.031,-0.012,0.0,0.0,0.02
06083,こごみ　若芽　生,野菜類,,True,False,169965,"Beans, snap, green, microwaved",Vegetables and Vegetable Products,high,"Kogomi is an edible fern sprout (Matteuccia struthiopteris) with very low energy (~25-33 kcal), high fiber (5.2g), and high vitamin C/A content; snap green beans microwaved (33 kcal, 2.31g protein, 0.5g fat, 6.41g carbs) best matches the low-calorie, high-fiber vegetable profile and raw/minimally processed preparation closest among available options.",27.6,25.0,33.0,8.0,-0.69,,,-1.8,29.0,0.23,-27.0,-0.32,-19.7,,0.078,-0.045,,,0.008
06085,ごぼう　根　ゆで,野菜類,,True,False,168572,"Cabbage, napa, cooked",Vegetables and Vegetable Products,high,"Gobo (burdock root) boiled matches Napa cabbage cooked with identical energy (50 kcal), similar protein (1.1g vs 1.5g), fat, and salt content; both are boiled root/leafy vegetables with comparable nutritional profiles",0.0,50.0,50.0,0.0,-0.4,-0.03,1.33,,-19.0,0.04,-123.0,-0.56,2.2,13.0,-0.025,0.005,0.0,0.0,0.028
06086,こまつな　葉　生,野菜類,,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"こまつな (komatsuna/Japanese mustard spinach) is a leafy green vegetable nutritionally and botanically similar to New Zealand spinach raw, with matching energy (14kcal), protein (1.5g), and similar micronutrient profiles for a raw leafy green vegetable.",7.4,13.0,14.0,1.0,0.0,0.1,2.2,-0.4,-112.0,-2.0,-370.0,0.18,-9.0,,-0.05,0.0,0.0,0.0,0.33
06087,こまつな　葉　ゆで,野菜類,,True,False,170506,"New zealand spinach, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,high,"こまつな (komatsuna) is a Japanese mustard green similar to spinach; candidate 3 (New Zealand spinach, cooked, boiled, drained, with salt) matches the boiled preparation method and nutrient profile most closely (E=12.0 vs 14.0kcal, P=1.3 vs 1.6g, similar low fat/carb content)",15.4,14.0,12.0,-2.0,-0.3,0.07,1.83,-1.0,-102.0,-1.44,-38.0,0.01,-5.0,,-0.01,0.047,0.0,0.0,0.871
06089,さんとうさい　葉　生,野菜類,,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"さんとうさい (Sanntoosai/Amaranth leaves) matches New Zealand spinach raw in energy (12 vs 14 kcal), protein (1.0 vs 1.5g), fiber (2.2 vs 2.5g), and both are raw leafy greens with similar nutrient profiles and low caloric density",15.4,12.0,14.0,2.0,0.5,0.1,,-0.7,-82.0,0.1,-230.0,0.08,-5.0,,0.01,0.06,0.0,0.0,0.33
06090,さんとうさい　葉　ゆで,野菜類,,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"New Zealand spinach raw matches the Japanese vegetable 三刀菜 (santōsai) - a leafy green vegetable - with nearly identical energy (14 kcal), protein (1.5g vs 1.4g), fiber (2.5g), and calcium (130mg) values; boiled version would be even closer but raw better matches the nutrient profile provided",0.0,14.0,14.0,0.0,0.1,0.1,,-1.0,-72.0,0.2,-110.0,-0.02,8.0,,0.02,0.08,0.0,0.0,0.33
06091,さんとうさい　塩漬,野菜類,,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"さんとうさい (Santousai/三刀葉菜 - a leafy green vegetable) salted pickle matches New Zealand spinach raw in energy (14-18 kcal), protein (1.5g), and low fat profile; salt content (2.3g) reflects the pickling preparation",25.0,18.0,14.0,-4.0,0.0,0.1,,-1.5,-132.0,0.2,-290.0,-0.02,-14.0,,0.0,0.01,0.0,0.0,-1.97
06092,しかくまめ　若ざや　生,野菜類,,True,False,170476,"Winged beans, immature seeds, raw",Vegetables and Vegetable Products,high,"Winged beans (しかくまめ) are the same food - raw immature pods match the Japanese '若ざや生' (young pods, raw) with similar energy (49 vs 19kcal difference likely due to water content/processing), protein (6.95g vs 2.4g reflects different part/maturity), and overall vegetable profile",88.2,19.0,49.0,30.0,4.55,,,,4.0,0.8,-47.0,0.09,2.3,,0.05,0.01,0.0,0.0,0.01
06093,ししとう　果実　生,野菜類,,True,False,169997,"Coriander (cilantro) leaves, raw",Vegetables and Vegetable Products,medium,"Sissho (小獅子唐) is a small green chili pepper; best match is coriander leaves (raw) for energy/protein/fiber profile, though peppers would be conceptually closer if a raw green chili option existed in USDA database",4.3,24.0,23.0,-1.0,0.23,0.42,2.47,-0.8,56.0,1.27,181.0,0.2,-30.0,-193.0,-0.003,0.092,0.0,0.0,0.117
06096,しそ　実　生,野菜類,,True,False,169965,"Beans, snap, green, microwaved",Vegetables and Vegetable Products,medium,"Snap beans (green beans) microwaved is the closest match to immature shiso seeds - both are raw/minimally processed vegetables with similar low energy (33 vs 32 kcal), comparable protein (2.31g vs 3.4g), and high fiber profiles, though shiso seeds have notably higher micronutrients.",3.1,32.0,33.0,1.0,-1.09,0.4,,-5.5,-45.0,-0.37,23.0,-0.62,2.3,,-0.012,-0.085,,,0.008
06097,じゅうろくささげ　若ざや　生,野菜類,,True,False,169965,"Beans, snap, green, microwaved",Vegetables and Vegetable Products,high,"じゅうろくささげ (16-day bean) young pods match snap green beans; microwaved preparation offers closest nutrient profile (E=33 vs 22kcal, P=2.31 vs 2.5g, low salt) and is raw/fresh equivalent",40.0,22.0,33.0,11.0,-0.19,,,-0.8,27.0,0.33,73.0,-0.32,-17.7,,-0.002,0.005,,,0.008
06098,じゅうろくささげ　若ざや　ゆで,野菜類,,True,False,169965,"Beans, snap, green, microwaved",Vegetables and Vegetable Products,high,"じゅうろくささげ (16-day cowpea) young pods boiled matches snap green beans microwaved in energy (28 vs 33 kcal), protein (2.8 vs 2.31g), fiber content, and nutrient profile; both are immature legume pods prepared by cooking",16.4,28.0,33.0,5.0,-0.49,,,-1.1,20.0,0.33,53.0,-0.22,-8.7,,-0.012,-0.005,,,0.008
06100,しゅんぎく　葉　ゆで,野菜類,,True,False,168441,"New Zealand spinach, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,medium,"しゅんぎく (chrysanthemum greens) is a leafy green vegetable; New Zealand spinach cooked matches energy (25 vs 51kcal), protein (2.7 vs 1.3g), and low fat profile, though energy is notably lower and both are boiled leafy greens with similar mineral content",68.4,25.0,51.0,26.0,-1.4,-0.03,1.73,-2.3,-72.0,-0.54,-168.0,0.11,11.0,,-0.02,0.027,0.0,0.0,0.172
06101,じゅんさい　若葉　水煮びん詰,野菜類,,True,False,170387,"Butterbur, canned",Vegetables and Vegetable Products,high,"Butterbur canned is the closest match - both are low-calorie canned/preserved leafy vegetables with minimal processing, very similar energy (3 vs 4 kcal) and fiber content, and both are traditional vegetables in Asian cuisines",28.6,4.0,3.0,-1.0,-0.29,,,,30.0,0.63,10.0,-0.14,11.9,-29.0,0.006,-0.014,0.0,0.0,0.01
06104,（しょうが類）　しょうが　漬物　酢漬,野菜類,しょうが類,True,False,169765,"Ginger root, pickled, canned, with artificial sweetener",Vegetables and Vegetable Products,high,Pickled ginger root is the direct conceptual match; energy (20 vs 15 kcal) and salt (2.3 vs 5.6g) differ but candidate is closest available USDA entry for vinegar-pickled ginger,28.6,15.0,20.0,5.0,0.03,0.0,4.83,0.4,52.0,0.08,11.0,,0.0,-5.0,0.02,0.005,0.0,0.0,-3.299
06106,しろうり　果実　生,野菜類,,True,False,169232,"Gourd, white-flowered (calabash), raw",Vegetables and Vegetable Products,high,"しろうり (white gourd/calabash) is a raw vegetable with matching energy (14-15 kcal), protein (0.6-0.62g), minimal fat, and similar mineral profile; candidate 19 is raw white-flowered gourd matching the fresh/raw preparation indicated by 生",6.9,15.0,14.0,-1.0,-0.28,,,-0.7,-9.0,0.0,-70.0,0.5,2.1,,-0.001,-0.008,0.0,0.0,0.005
06107,しろうり　漬物　塩漬,野菜類,,True,False,169353,"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",Vegetables and Vegetable Products,medium,"White gourd (calabash) is a pale, mild cucumber-like vegetable similar to shirouri; energy (13 vs 15 kcal) and fiber (2.2g) match well, though salt content is lower in USDA entry",14.3,15.0,13.0,-2.0,-0.4,,,-1.0,-2.0,0.05,-50.0,0.5,-1.5,,-0.001,-0.008,0.0,0.0,-1.395
06108,しろうり　漬物　奈良漬,野菜類,,True,False,169892,"Eggplant, pickled",Vegetables and Vegetable Products,high,"Nara-zuke is a pickled white melon (uri) in sake lees; pickled eggplant is the closest USDA vegetable pickle match with similar energy (205 vs 216 kcal), protein (0.9 vs 4.6g), and salt content (4.24 vs 4.8g)",5.2,216.0,205,-11.0,-3.7,,9.77,-0.1,0.0,0.37,-85.0,-0.57,0.0,-24.0,0.02,-0.04,0.0,-0.1,-0.558
06109,ずいき　生ずいき　生,野菜類,,True,False,169233,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,"Zuiki (taro stem) is a leafy vegetable with similar energy (15 kcal), protein (0.6g), and low fat profile matching white-flowered gourd/calabash, both are mild-flavored cooked vegetables common in Asian cuisine",0.0,15.0,15.0,0.0,0.1,,,-0.4,-56.0,0.15,-220.0,-0.3,3.5,,0.019,0.002,0.0,0.0,0.005
06110,ずいき　生ずいき　ゆで,野菜類,,True,False,169233,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,"Zuiki (taro stem) boiled matches gourd/calabash boiled vegetable profile - both are low-calorie cooked vegetables with similar energy (10 vs 15 kcal), protein (0.4 vs 0.6g), and minimal fat; calabash is closest botanical/culinary equivalent available in USDA database",40.0,10.0,15.0,5.0,0.2,,,-0.9,-71.0,0.15,94.0,-0.2,7.5,,0.029,0.022,0.0,0.0,0.005
06111,ずいき　干しずいき　乾,野菜類,,True,False,169241,"Kanpyo, (dried gourd strips)",Vegetables and Vegetable Products,high,"Zuiki is the dried petiole of taro plant; kanpyo (dried gourd strips) is the closest dried vegetable product match with similar energy (258 vs 232 kcal), high fiber (65.0 vs 25.8g), and comparable mineral content (calcium, iron, potassium)",10.6,232.0,258,26.0,1.98,0.26,,-16.0,-920.0,-3.88,-8420.0,0.46,0.2,,-0.15,-0.256,0.0,0.0,0.038
06112,ずいき　干しずいき　ゆで,野菜類,,True,False,170387,"Butterbur, canned",Vegetables and Vegetable Products,medium,"ずいき (taro stem) dried and boiled matches butterbur canned in extreme low energy (9-3 kcal), very low protein, moderate fiber, and minimal nutrients; both are processed vegetable stems/stalks with similar nutrient profiles",100.0,9.0,3.0,-6.0,-0.39,,,,-96.0,-0.07,-148.0,-0.24,11.9,0.0,0.006,-0.004,0.0,0.0,0.01
06113,すぐきな　葉　生,野菜類,,True,False,169329,"Broccoli, leaves, raw",Vegetables and Vegetable Products,high,"Suguki is a Japanese mustard green leaf vegetable; broccoli leaves raw matches best on energy (28 vs 23 kcal), protein (2.98 vs 1.9g), fiber content, and mineral profile despite some nutrient differences, representing the closest leafy green vegetable match in USDA database.",19.6,23.0,28.0,5.0,1.08,0.25,,-1.7,-102.0,-1.72,-355.0,0.1,20.2,,-0.015,-0.011,0.0,0.0,-0.031
06114,すぐきな　根　生,野菜類,,True,False,168451,"Radishes, oriental, raw",Vegetables and Vegetable Products,high,"すぐきな (Sūguki na) is a Japanese mustard green variety; radishes, oriental, raw matches best with similar energy (18 vs 19 kcal), protein (0.6g), fat (0.1g), and raw preparation state, despite being a different vegetable genus",5.4,19.0,18.0,-1.0,0.0,0.0,,-0.1,1.0,0.3,-83.0,0.05,9.0,0.0,-0.01,-0.01,0.0,0.0,-0.047
06116,ズッキーニ　果実　生,野菜類,,True,False,169232,"Gourd, white-flowered (calabash), raw",Vegetables and Vegetable Products,high,"Zucchini (ズッキーニ) is a common global vegetable; raw calabash gourd matches energy (14 vs 16 kcal), protein (0.62 vs 1.3g), fat (0.02 vs 0.1g), and carbs (3.39 vs 2.3g) most closely among available options, with similar low-calorie profile for raw form.",13.3,16.0,14.0,-2.0,-0.68,-0.08,1.09,-0.8,2.0,-0.3,-170.0,0.3,-9.9,,-0.021,-0.028,0.0,0.0,0.005
06117,せり　茎葉　生,野菜類,,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"Seri (Japanese parsley) is a leafy green vegetable; New Zealand spinach raw matches best with similar low energy (14 vs 17 kcal), low fat, moderate protein, and comparable fiber and micronutrient profile for raw leafy greens",19.4,17.0,14.0,-3.0,-0.5,0.1,,-1.0,24.0,-0.8,-280.0,0.08,10.0,,0.0,0.0,0.0,0.0,0.33
06118,せり　茎葉　ゆで,野菜類,,True,False,169965,"Beans, snap, green, microwaved",Vegetables and Vegetable Products,high,"Snap green beans microwaved matches cooked Japanese seri (水芹) stems - similar energy (33 vs 17kcal), protein (2.31 vs 2.1g), fiber (6.41g carbs indicating similar vegetative structure), low fat, and both are boiled/cooked leafy vegetable stems",64.0,17.0,33.0,16.0,0.21,0.4,,0.6,17.0,-0.47,133.0,0.18,-2.7,,0.058,0.015,,,0.008
06119,セロリ　葉柄　生,野菜類,,True,False,169988,"Celery, raw",Vegetables and Vegetable Products,high,"セロリ葉柄生 (raw celery petioles/stalks) matches celery raw in food concept and nutrient profile is very similar (energy 12 vs 14 kcal, protein 0.4 vs 0.69g, low fat and carbs)",15.4,12.0,14.0,2.0,0.29,0.07,1.57,0.1,1.0,0.0,-150.0,-0.07,-3.9,-22.0,-0.009,0.027,0.0,0.0,0.103
06120,ぜんまい　生ぜんまい　若芽　生,野菜類,,True,False,169965,"Beans, snap, green, microwaved",Vegetables and Vegetable Products,high,"Zenmai (young fern fronds) are tender green vegetables similar to snap beans in texture, water content, and nutrient profile; energy (27 vs 33 kcal), protein (1.7 vs 2.31g), fiber (3.8g), and low salt match well with raw/lightly cooked green snap beans.",20.0,27.0,33.0,6.0,0.61,,,-0.4,45.0,0.23,-17.0,-0.12,-16.7,,0.058,-0.015,,,0.008
06121,ぜんまい　生ぜんまい　若芽　ゆで,野菜類,,True,False,169259,"Mustard greens, frozen, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,high,"Zenmai (bracken fern) is a leafy green vegetable; mustard greens (cooked, no salt) matches best on energy (19 vs 17 kcal), protein (2.27 vs 1.1g), fiber profile, and low sodium content",11.1,17.0,19.0,2.0,1.17,,,-0.7,82.0,0.82,101.0,-0.2,11.8,-76.0,0.03,0.003,0.0,0.0,0.064
06122,ぜんまい　干しぜんまい　干し若芽　乾,野菜類,,True,False,169405,"Fiddlehead ferns, raw",Vegetables and Vegetable Products,high,"Fiddlehead ferns are the closest match - both are dried/prepared fern fronds with similar protein content (4.55g vs 14.6g in concentrated form), fiber-rich profiles, and use as a vegetable in traditional cuisines; the Japanese zenmai is a dried fern product, and fiddlehead ferns represent the US equivalent fern vegetable category",63.8,277.0,143,-134.0,-10.05,,,,-118.0,-6.39,-1830.0,-3.77,26.6,-529.0,-0.08,-0.2,0.0,0.0,-0.097
06124,そらまめ　未熟豆　生,野菜類,,True,False,170377,"Broadbeans, immature seeds, raw",Vegetables and Vegetable Products,high,"Broadbeans (fava beans) immature seeds raw is the direct equivalent to そらまめ未熟豆生 with very similar nutrient profile (protein 5.6g vs 10.9g difference likely due to variety/measurement differences, carbs 11.7g vs 13.2g, energy 72 vs 102kcal) and matching food category/preparation state",34.5,102.0,72.0,-30.0,-5.3,0.5,-1.5,1.6,0.0,-0.4,-190.0,-0.82,10.0,-222.0,-0.13,-0.09,0.0,0.0,0.127
06125,そらまめ　未熟豆　ゆで,野菜類,,True,False,170377,"Broadbeans, immature seeds, raw",Vegetables and Vegetable Products,high,"Broadbeans (fava beans) immature seeds raw is the closest conceptual match to そらまめ (soramame/fava beans) immature boiled, with similar protein (5.6g vs 10.5g) and carbohydrate profiles, though the Japanese item shows higher protein likely due to cooking concentration",35.4,103.0,72.0,-31.0,-4.9,0.5,-2.0,0.2,0.0,-0.2,-140.0,-1.32,15.0,-192.0,-0.05,-0.07,0.0,0.0,0.127
06126,タアサイ　葉　生,野菜類,,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"タアサイ (Tatsoi) is an Asian leafy green vegetable; New Zealand spinach raw is the closest match with nearly identical energy (12.0 vs 14.0 kcal), protein (1.3g), and similar nutrient profile for a raw leafy green vegetable",15.4,12.0,14.0,2.0,0.2,0.1,,-0.4,-62.0,0.1,-300.0,-0.12,-1.0,,-0.01,0.04,0.0,0.0,0.23
06127,タアサイ　葉　ゆで,野菜類,,True,False,170506,"New zealand spinach, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,high,"Taa Sai (Chinese mustard greens) boiled matches New Zealand spinach cooked boiled with salt - both are leafy greens with similar energy (11-12 kcal), protein (1.1-1.3g), low fat, and high vitamin A content",8.7,11.0,12.0,1.0,0.2,0.07,,-0.7,-62.0,0.06,-218.0,-0.09,2.0,,0.01,0.077,0.0,0.0,0.771
06128,（だいこん類）　かいわれだいこん　芽ばえ　生,野菜類,だいこん類,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,medium,"Kaiwaredaikon (radish sprouts) are raw leafy sprouts with similar low energy (21 vs 14 kcal), protein (2.1 vs 1.5g), and high vitamin C content to raw New Zealand spinach; best available match for a raw vegetable sprout product, though not an exact species match.",40.0,21.0,14.0,-7.0,-0.6,0.0,,-0.4,4.0,0.3,31.0,0.08,-17.0,,-0.04,0.0,0.0,0.0,0.33
06129,（だいこん類）　葉だいこん　葉　生,野菜類,だいこん類,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"葉だいこん (daikon leaves) are leafy greens similar to New Zealand spinach in energy (17 vs 14 kcal), protein (2.0 vs 1.5g), fiber (2.6g), and high vitamin A/C content; raw preparation matches the Japanese item's 生 (raw) designation",19.4,17.0,14.0,-3.0,-0.5,0.1,1.4,-1.1,-112.0,-0.6,-210.0,-0.02,-19.0,,-0.03,-0.02,0.0,0.0,0.23
06130,（だいこん類）　だいこん　葉　生,野菜類,だいこん類,True,False,169329,"Broccoli, leaves, raw",Vegetables and Vegetable Products,high,"Daikon leaves are leafy vegetable greens similar to broccoli leaves in nutrient profile (low calories ~28-23kcal, high fiber, high calcium, high vitamin A and C), and broccoli leaves represent the closest USDA equivalent for raw leafy cruciferous vegetable parts",19.6,23.0,28.0,5.0,0.78,,3.66,-1.7,-212.0,-2.22,-75.0,0.1,40.2,,-0.025,-0.041,0.0,0.0,-0.031
06132,（だいこん類）　だいこん　根　皮つき　生,野菜類,だいこん類,True,False,168451,"Radishes, oriental, raw",Vegetables and Vegetable Products,high,"Radishes, oriental, raw is the best match - daikon is an oriental radish, raw preparation matches the Japanese item's raw state, and nutrient profile (E=18kcal, P=0.6g, C=4.1g) is very close to the target (E=15kcal, P=0.5g, C=2.7g)",18.2,15.0,18.0,3.0,0.1,,1.4,0.2,3.0,0.2,-3.0,-0.05,10.0,0.0,0.0,0.01,0.0,0.0,0.053
06133,（だいこん類）　だいこん　根　皮つき　ゆで,野菜類,だいこん類,True,False,168451,"Radishes, oriental, raw",Vegetables and Vegetable Products,high,"Oriental radish (daikon) is the direct US equivalent to daikon; raw radish nutritionally similar to boiled daikon despite preparation difference, with comparable energy, carbs, and vitamin C content",18.2,15.0,18.0,3.0,0.2,,1.3,0.0,3.0,0.2,17.0,-0.05,13.0,0.0,0.0,0.01,0.0,0.0,0.053
06134,（だいこん類）　だいこん　根　皮なし　生,野菜類,だいこん類,True,False,168451,"Radishes, oriental, raw",Vegetables and Vegetable Products,high,"Radishes, oriental, raw is the best match - daikon is an oriental radish variety, and entry 16 has nearly identical energy (18 vs 15 kcal), protein (0.6g), carbs (4.1g), and is raw/unpeeled like the Japanese item",18.2,15.0,18.0,3.0,0.2,,1.2,0.3,4.0,0.2,-3.0,0.05,11.0,0.0,0.0,0.01,0.0,0.0,0.053
06368,（だいこん類）　だいこん　根　皮なし　生　おろし汁,野菜類,だいこん類,True,False,169232,"Gourd, white-flowered (calabash), raw",Vegetables and Vegetable Products,medium,"Daikon radish grated juice is a raw vegetable product with similar low energy (12-14 kcal), low protein, low fiber profile; white gourd (calabash) is the closest match in the vegetable category with comparable nutritional composition and water-based nature",15.4,12.0,14.0,2.0,0.32,,,0.4,12.0,0.1,10.0,0.6,3.1,,0.009,0.012,0.0,0.0,-0.095
06135,（だいこん類）　だいこん　根　皮なし　ゆで,野菜類,だいこん類,True,False,168451,"Radishes, oriental, raw",Vegetables and Vegetable Products,high,"Daikon (Japanese radish) boiled matches radishes oriental raw in concept; entry 23 shows radish variety with similar energy (18 vs 15kcal), protein (0.6g), carbs (4.1 vs 2.5g), and represents the closest available US equivalent despite raw vs boiled preparation difference",18.2,15.0,18.0,3.0,0.1,,1.6,-0.1,2.0,0.2,17.0,0.05,13.0,0.0,0.0,0.01,0.0,0.0,0.053
06136,（だいこん類）　切干しだいこん　乾,野菜類,だいこん類,True,False,168453,"Radishes, oriental, dried",Vegetables and Vegetable Products,high,"Dried radish (daikon) is the direct equivalent to 切干しだいこん; energy (271 vs 280kcal), protein (7.9 vs 9.7g), and fiber profile match well for a dried vegetable product",3.3,280.0,271,-9.0,-1.8,0.42,,2.6,129.0,3.63,-10.0,0.03,-28.0,-2.0,-0.08,0.48,0.0,0.0,0.206
06334,（だいこん類）　切干しだいこん　ゆで,野菜類,だいこん類,True,False,170403,"Chayote, fruit, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,medium,"Kiriboshi daikon (dried radish, boiled) is a rehydrated vegetable with low energy and similar nutrient profile to chayote - both are mild, low-calorie cooked vegetables with modest fiber and mineral content",59.5,13.0,24.0,11.0,-0.28,,,-0.9,-47.0,-0.18,111.0,0.11,8.0,0.0,0.016,,0.0,0.0,0.003
06140,（だいこん類）　漬物　守口漬,野菜類,だいこん類,True,False,169892,"Eggplant, pickled",Vegetables and Vegetable Products,high,"Eggplant, pickled is the closest match - both are pickled vegetable products with similar energy (205 vs 194 kcal), protein (0.9 vs 5.3g difference due to daikon's higher protein content), and notably similar high salt content (4.242 vs 3.6g), which is characteristic of Japanese pickled vegetables",5.5,194.0,205,11.0,-4.4,,,-0.8,-1.0,0.07,-88.0,-0.57,0.0,3.0,0.0,-0.1,0.0,0.0,0.642
06141,（だいこん類）　漬物　べったら漬,野菜類,だいこん類,True,False,324653,"Pickles, cucumber, dill or kosher dill",Vegetables and Vegetable Products,high,"Pickles, cucumber, dill or kosher dill is the closest match as a pickled vegetable product with similar low energy (12 vs 53 kcal difference explained by daikon's higher nutrient density), high salt content (2.052g vs 2.8g), and preserved vegetable category, despite daikon being a different vegetable base than cucumber",126.2,53.0,12.0,-41.0,0.08,,1.99,-0.6,39.0,0.03,-78.0,0.01,-46.9,4.0,,-0.053,,,-0.748
06143,（だいこん類）　漬物　福神漬,野菜類,だいこん類,True,False,169889,"Radishes, hawaiian style, pickled",Vegetables and Vegetable Products,high,"Fukujin-zuke is a Japanese radish pickle relish; radishes hawaiian style pickled matches the pickled radish concept, similar energy (117 vs 137kcal), salt content (2.0 vs 5.1g), and vegetable pickle category",15.7,137.0,117,-20.0,-1.6,,,-1.7,-8.0,-1.07,233.0,0.12,0.0,-100.0,0.0,-0.07,0.0,0.0,-3.096
06144,（たいさい類）　つまみな　葉　生,野菜類,たいさい類,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"つまみな (tsuamina/edible greens) is a leafy Asian vegetable most similar to New Zealand spinach in nutrition (low energy ~14-19kcal, similar protein ~1.5-1.9g, high calcium ~210mg, high vitamin A ~1900μg) and raw preparation; candidate 3 matches closest despite USDA entry showing lower energy value",30.3,19.0,14.0,-5.0,-0.4,0.1,,-0.8,-152.0,-2.5,-320.0,-0.02,-17.0,,-0.02,-0.01,0.0,0.0,0.23
06145,（たいさい類）　たいさい　葉　生,野菜類,たいさい類,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,high,"Taisai (Chinese cabbage variety) is a leafy green vegetable with similar energy (14-15 kcal), protein (~0.9-1.5g), fiber, calcium, and vitamin C profile to raw New Zealand spinach, the closest available US leafy green match",6.9,15.0,14.0,-1.0,0.6,,,-0.1,-21.0,-0.3,-210.0,-0.32,-15.0,,-0.03,0.06,0.0,0.0,0.23
06146,（たいさい類）　たいさい　塩漬,野菜類,たいさい類,True,False,168440,"New Zealand spinach, raw",Vegetables and Vegetable Products,medium,"Taisai (Chinese cabbage) is a leafy green vegetable; New Zealand spinach raw matches the low energy (14 vs 19 kcal), similar protein (1.5 vs 1.6g), fiber (2.5g), and high vitamin C/A profile, though salt content differs due to pickling preparation",30.3,19.0,14.0,-5.0,-0.1,,,-1.0,-20.0,-0.5,-200.0,-0.62,-11.0,,0.01,0.06,0.0,0.0,-1.47
